Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
0_1482.ppm;128;128;0;0;128;128;43
0_458.ppm;128;128;0;0;128;128;43
3689.ppm;71;71;0;0;71;71;43
0_503.ppm;128;128;0;0;128;128;43
16319.ppm;39;39;0;0;39;39;43
9722.ppm;57;57;0;0;57;57;43
8686.ppm;60;60;0;0;60;60;43
0_1499.ppm;128;128;0;0;128;128;43
9734.ppm;56;56;0;0;56;56;43
0_318.ppm;128;128;0;0;128;128;43
13476.ppm;72;72;0;0;72;72;43
10731.ppm;39;39;0;0;39;39;43
0_1366.ppm;128;128;0;0;128;128;43
3017.ppm;73;73;0;0;73;73;43
3326.ppm;74;74;0;0;74;74;43
3952.ppm;56;56;0;0;56;56;43
0_1592.ppm;128;128;0;0;128;128;43
14159.ppm;64;64;0;0;64;64;43
0_317.ppm;128;128;0;0;128;128;43
248.ppm;67;67;0;0;67;67;43
10574.ppm;65;65;0;0;65;65;43
3690.ppm;68;68;0;0;68;68;43
10026.ppm;40;40;0;0;40;40;43
12430.ppm;70;70;0;0;70;70;43
0_1033.ppm;128;128;0;0;128;128;43
0_1709.ppm;128;128;0;0;128;128;43
10166.ppm;67;67;0;0;67;67;43
0_157.ppm;128;128;0;0;128;128;43
6359.ppm;169;169;0;0;169;169;43
11514.ppm;77;77;0;0;77;77;43
350.ppm;91;91;0;0;91;91;43
0_955.ppm;128;128;0;0;128;128;43
11986.ppm;129;129;0;0;129;129;43
5395.ppm;95;95;0;0;95;95;43
2360.ppm;68;68;0;0;68;68;43
12024.ppm;61;61;0;0;61;61;43
10484.ppm;100;100;0;0;100;100;43
5627.ppm;74;74;0;0;74;74;43
0_800.ppm;128;128;0;0;128;128;43
5218.ppm;86;86;0;0;86;86;43
10239.ppm;75;75;0;0;75;75;43
10240.ppm;77;77;0;0;77;77;43
3955.ppm;73;73;0;0;73;73;43
1987.ppm;79;79;0;0;79;79;43
0_1262.ppm;128;128;0;0;128;128;43
9905.ppm;46;46;0;0;46;46;43
0_1329.ppm;128;128;0;0;128;128;43
315.ppm;76;76;0;0;76;76;43
9909.ppm;65;65;0;0;65;65;43
0_994.ppm;128;128;0;0;128;128;43
6355.ppm;128;128;0;0;128;128;43
0_53.ppm;128;128;0;0;128;128;43
3015.ppm;60;60;0;0;60;60;43
9899.ppm;44;44;0;0;44;44;43
0_879.ppm;128;128;0;0;128;128;43
0_512.ppm;128;128;0;0;128;128;43
0_367.ppm;128;128;0;0;128;128;43
0_48.ppm;128;128;0;0;128;128;43
9778.ppm;60;60;0;0;60;60;43
2782.ppm;88;88;0;0;88;88;43
15200.ppm;73;73;0;0;73;73;43
1151.ppm;91;91;0;0;91;91;43
15790.ppm;78;78;0;0;78;78;43
0_880.ppm;128;128;0;0;128;128;43
0_1450.ppm;128;128;0;0;128;128;43
0_1440.ppm;128;128;0;0;128;128;43
0_901.ppm;128;128;0;0;128;128;43
0_1707.ppm;128;128;0;0;128;128;43
6349.ppm;116;116;0;0;116;116;43
3325.ppm;79;79;0;0;79;79;43
0_1356.ppm;128;128;0;0;128;128;43
16127.ppm;98;98;0;0;98;98;43
2709.ppm;100;100;0;0;100;100;43
0_1511.ppm;128;128;0;0;128;128;43
0_200.ppm;128;128;0;0;128;128;43
1705.ppm;90;90;0;0;90;90;43
2813.ppm;84;84;0;0;84;84;43
13058.ppm;52;52;0;0;52;52;43
10780.ppm;84;84;0;0;84;84;43
9927.ppm;88;88;0;0;88;88;43
13408.ppm;76;76;0;0;76;76;43
12318.ppm;72;72;0;0;72;72;43
0_497.ppm;128;128;0;0;128;128;43
0_929.ppm;128;128;0;0;128;128;43
12432.ppm;68;68;0;0;68;68;43
0_1041.ppm;128;128;0;0;128;128;43
0_1325.ppm;128;128;0;0;128;128;43
0_540.ppm;128;128;0;0;128;128;43
0_1563.ppm;128;128;0;0;128;128;43
0_151.ppm;128;128;0;0;128;128;43
0_684.ppm;128;128;0;0;128;128;43
3827.ppm;78;78;0;0;78;78;43
824.ppm;43;43;0;0;43;43;43
1295.ppm;112;112;0;0;112;112;43
0_1794.ppm;128;128;0;0;128;128;43
5651.ppm;120;120;0;0;120;120;43
3831.ppm;65;65;0;0;65;65;43
0_1542.ppm;128;128;0;0;128;128;43
4276.ppm;76;76;0;0;76;76;43
0_1446.ppm;128;128;0;0;128;128;43
8953.ppm;60;60;0;0;60;60;43
11844.ppm;84;84;0;0;84;84;43
3583.ppm;127;127;0;0;127;127;43
0_150.ppm;128;128;0;0;128;128;43
10001.ppm;46;46;0;0;46;46;43
0_698.ppm;128;128;0;0;128;128;43
0_276.ppm;128;128;0;0;128;128;43
11780.ppm;124;124;0;0;124;124;43
1672.ppm;42;42;0;0;42;42;43
0_1198.ppm;128;128;0;0;128;128;43
2869.ppm;80;80;0;0;80;80;43
1964.ppm;130;130;0;0;130;130;43
8329.ppm;79;79;0;0;79;79;43
12049.ppm;48;48;0;0;48;48;43
0_275.ppm;128;128;0;0;128;128;43
0_1418.ppm;128;128;0;0;128;128;43
3940.ppm;88;88;0;0;88;88;43
0_1684.ppm;128;128;0;0;128;128;43
0_1121.ppm;128;128;0;0;128;128;43
14164.ppm;74;74;0;0;74;74;43
0_1124.ppm;128;128;0;0;128;128;43
0_881.ppm;128;128;0;0;128;128;43
0_1207.ppm;128;128;0;0;128;128;43
11958.ppm;70;70;0;0;70;70;43
1699.ppm;75;75;0;0;75;75;43
0_1359.ppm;128;128;0;0;128;128;43
0_1483.ppm;128;128;0;0;128;128;43
5391.ppm;68;68;0;0;68;68;43
1704.ppm;49;49;0;0;49;49;43
0_913.ppm;128;128;0;0;128;128;43
0_1102.ppm;128;128;0;0;128;128;43
2060.ppm;111;111;0;0;111;111;43
8335.ppm;102;102;0;0;102;102;43
4696.ppm;92;92;0;0;92;92;43
0_642.ppm;128;128;0;0;128;128;43
0_199.ppm;128;128;0;0;128;128;43
5647.ppm;126;126;0;0;126;126;43
6197.ppm;100;100;0;0;100;100;43
10031.ppm;74;74;0;0;74;74;43
0_1474.ppm;128;128;0;0;128;128;43
8580.ppm;193;193;0;0;193;193;43
10724.ppm;41;41;0;0;41;41;43
6510.ppm;111;111;0;0;111;111;43
0_26.ppm;128;128;0;0;128;128;43
2722.ppm;44;44;0;0;44;44;43
0_626.ppm;128;128;0;0;128;128;43
0_126.ppm;128;128;0;0;128;128;43
0_279.ppm;128;128;0;0;128;128;43
12661.ppm;61;61;0;0;61;61;43
8581.ppm;164;164;0;0;164;164;43
0_1750.ppm;128;128;0;0;128;128;43
12686.ppm;50;50;0;0;50;50;43
2151.ppm;88;88;0;0;88;88;43
0_265.ppm;128;128;0;0;128;128;43
0_110.ppm;128;128;0;0;128;128;43
5221.ppm;70;70;0;0;70;70;43
11949.ppm;100;100;0;0;100;100;43
0_857.ppm;128;128;0;0;128;128;43
0_1042.ppm;128;128;0;0;128;128;43
11714.ppm;77;77;0;0;77;77;43
0_27.ppm;128;128;0;0;128;128;43
0_1170.ppm;128;128;0;0;128;128;43
246.ppm;58;58;0;0;58;58;43
15527.ppm;63;63;0;0;63;63;43
2738.ppm;73;73;0;0;73;73;43
0_298.ppm;128;128;0;0;128;128;43
8337.ppm;92;92;0;0;92;92;43
0_1065.ppm;128;128;0;0;128;128;43
0_1687.ppm;128;128;0;0;128;128;43
3321.ppm;75;75;0;0;75;75;43
789.ppm;58;58;0;0;58;58;43
0_217.ppm;128;128;0;0;128;128;43
0_344.ppm;128;128;0;0;128;128;43
0_1174.ppm;128;128;0;0;128;128;43
0_555.ppm;128;128;0;0;128;128;43
0_851.ppm;128;128;0;0;128;128;43
15075.ppm;75;75;0;0;75;75;43
11332.ppm;59;59;0;0;59;59;43
0_1363.ppm;128;128;0;0;128;128;43
0_1478.ppm;128;128;0;0;128;128;43
0_18.ppm;128;128;0;0;128;128;43
2705.ppm;74;74;0;0;74;74;43
0_291.ppm;128;128;0;0;128;128;43
0_222.ppm;128;128;0;0;128;128;43
0_114.ppm;128;128;0;0;128;128;43
776.ppm;67;67;0;0;67;67;43
2051.ppm;70;70;0;0;70;70;43
1875.ppm;82;82;0;0;82;82;43
0_1606.ppm;128;128;0;0;128;128;43
8325.ppm;76;76;0;0;76;76;43
194.ppm;59;59;0;0;59;59;43
490.ppm;100;100;0;0;100;100;43
0_1691.ppm;128;128;0;0;128;128;43
13264.ppm;87;87;0;0;87;87;43
0_1780.ppm;128;128;0;0;128;128;43
0_1506.ppm;128;128;0;0;128;128;43
11336.ppm;60;60;0;0;60;60;43
10570.ppm;70;70;0;0;70;70;43
0_325.ppm;128;128;0;0;128;128;43
9794.ppm;82;82;0;0;82;82;43
5636.ppm;73;73;0;0;73;73;43
14433.ppm;75;75;0;0;75;75;43
0_1043.ppm;128;128;0;0;128;128;43
3944.ppm;75;75;0;0;75;75;43
0_428.ppm;128;128;0;0;128;128;43
0_972.ppm;128;128;0;0;128;128;43
0_1656.ppm;128;128;0;0;128;128;43
16321.ppm;70;70;0;0;70;70;43
0_1410.ppm;128;128;0;0;128;128;43
0_97.ppm;128;128;0;0;128;128;43
0_377.ppm;128;128;0;0;128;128;43
2732.ppm;51;51;0;0;51;51;43
10639.ppm;65;65;0;0;65;65;43
0_834.ppm;128;128;0;0;128;128;43
10654.ppm;50;50;0;0;50;50;43
0_439.ppm;128;128;0;0;128;128;43
0_434.ppm;128;128;0;0;128;128;43
2144.ppm;71;71;0;0;71;71;43
2154.ppm;73;73;0;0;73;73;43
1090.ppm;41;41;0;0;41;41;43
8680.ppm;60;60;0;0;60;60;43
0_1254.ppm;128;128;0;0;128;128;43
1116.ppm;76;76;0;0;76;76;43
1715.ppm;40;40;0;0;40;40;43
0_739.ppm;128;128;0;0;128;128;43
0_1248.ppm;128;128;0;0;128;128;43
3589.ppm;130;130;0;0;130;130;43
14393.ppm;62;62;0;0;62;62;43
0_1104.ppm;128;128;0;0;128;128;43
5631.ppm;76;76;0;0;76;76;43
6616.ppm;49;49;0;0;49;49;43
10439.ppm;60;60;0;0;60;60;43
14882.ppm;80;80;0;0;80;80;43
4213.ppm;47;47;0;0;47;47;43
0_1034.ppm;128;128;0;0;128;128;43
0_380.ppm;128;128;0;0;128;128;43
0_774.ppm;128;128;0;0;128;128;43
0_1077.ppm;128;128;0;0;128;128;43
6061.ppm;68;68;0;0;68;68;43
9736.ppm;64;64;0;0;64;64;43
0_408.ppm;128;128;0;0;128;128;43
12027.ppm;77;77;0;0;77;77;43
0_456.ppm;128;128;0;0;128;128;43
5393.ppm;85;85;0;0;85;85;43
9686.ppm;71;71;0;0;71;71;43
1696.ppm;62;62;0;0;62;62;43
0_533.ppm;128;128;0;0;128;128;43
0_741.ppm;128;128;0;0;128;128;43
0_163.ppm;128;128;0;0;128;128;43
0_1355.ppm;128;128;0;0;128;128;43
7371.ppm;64;64;0;0;64;64;43
0_1236.ppm;128;128;0;0;128;128;43
0_638.ppm;128;128;0;0;128;128;43
3299.ppm;72;72;0;0;72;72;43
0_140.ppm;128;128;0;0;128;128;43
0_1256.ppm;128;128;0;0;128;128;43
1669.ppm;41;41;0;0;41;41;43
0_229.ppm;128;128;0;0;128;128;43
258.ppm;68;68;0;0;68;68;43
0_514.ppm;128;128;0;0;128;128;43
0_557.ppm;128;128;0;0;128;128;43
0_8.ppm;128;128;0;0;128;128;43
0_1091.ppm;128;128;0;0;128;128;43
9492.ppm;61;61;0;0;61;61;43
10186.ppm;65;65;0;0;65;65;43
12111.ppm;36;36;0;0;36;36;43
10745.ppm;78;78;0;0;78;78;43
4282.ppm;75;75;0;0;75;75;43
0_1513.ppm;128;128;0;0;128;128;43
0_215.ppm;128;128;0;0;128;128;43
1281.ppm;71;71;0;0;71;71;43
5389.ppm;132;132;0;0;132;132;43
3581.ppm;100;100;0;0;100;100;43
203.ppm;53;53;0;0;53;53;43
0_137.ppm;128;128;0;0;128;128;43
4928.ppm;73;73;0;0;73;73;43
0_454.ppm;128;128;0;0;128;128;43
2780.ppm;80;80;0;0;80;80;43
0_72.ppm;128;128;0;0;128;128;43
2591.ppm;78;78;0;0;78;78;43
1150.ppm;74;74;0;0;74;74;43
0_425.ppm;128;128;0;0;128;128;43
0_1745.ppm;128;128;0;0;128;128;43
0_1420.ppm;128;128;0;0;128;128;43
11716.ppm;116;116;0;0;116;116;43
3524.ppm;98;98;0;0;98;98;43
817.ppm;39;39;0;0;39;39;43
0_1313.ppm;128;128;0;0;128;128;43
8583.ppm;74;74;0;0;74;74;43
7238.ppm;55;55;0;0;55;55;43
9154.ppm;91;91;0;0;91;91;43
14056.ppm;83;83;0;0;83;83;43
0_1142.ppm;128;128;0;0;128;128;43
0_75.ppm;128;128;0;0;128;128;43
0_1391.ppm;128;128;0;0;128;128;43
0_459.ppm;128;128;0;0;128;128;43
0_492.ppm;128;128;0;0;128;128;43
0_1417.ppm;128;128;0;0;128;128;43
0_602.ppm;128;128;0;0;128;128;43
0_400.ppm;128;128;0;0;128;128;43
6209.ppm;69;69;0;0;69;69;43
1658.ppm;43;43;0;0;43;43;43
0_1286.ppm;128;128;0;0;128;128;43
0_1048.ppm;128;128;0;0;128;128;43
9693.ppm;49;49;0;0;49;49;43
0_1244.ppm;128;128;0;0;128;128;43
11999.ppm;90;90;0;0;90;90;43
1713.ppm;42;42;0;0;42;42;43
3289.ppm;58;58;0;0;58;58;43
1283.ppm;70;70;0;0;70;70;43
0_70.ppm;128;128;0;0;128;128;43
0_352.ppm;128;128;0;0;128;128;43
0_1169.ppm;128;128;0;0;128;128;43
14432.ppm;67;67;0;0;67;67;43
3322.ppm;78;78;0;0;78;78;43
5392.ppm;70;70;0;0;70;70;43
10747.ppm;136;136;0;0;136;136;43
11800.ppm;70;70;0;0;70;70;43
0_814.ppm;128;128;0;0;128;128;43
0_1382.ppm;128;128;0;0;128;128;43
6434.ppm;70;70;0;0;70;70;43
6222.ppm;76;76;0;0;76;76;43
0_1458.ppm;128;128;0;0;128;128;43
0_690.ppm;128;128;0;0;128;128;43
6198.ppm;102;102;0;0;102;102;43
0_1536.ppm;128;128;0;0;128;128;43
12026.ppm;56;56;0;0;56;56;43
0_1638.ppm;128;128;0;0;128;128;43
0_123.ppm;128;128;0;0;128;128;43
2176.ppm;90;90;0;0;90;90;43
4215.ppm;48;48;0;0;48;48;43
13878.ppm;68;68;0;0;68;68;43
3293.ppm;63;63;0;0;63;63;43
0_1059.ppm;128;128;0;0;128;128;43
11542.ppm;93;93;0;0;93;93;43
0_263.ppm;128;128;0;0;128;128;43
325.ppm;65;65;0;0;65;65;43
5213.ppm;105;105;0;0;105;105;43
13601.ppm;80;80;0;0;80;80;43
1874.ppm;77;77;0;0;77;77;43
0_1014.ppm;128;128;0;0;128;128;43
0_173.ppm;128;128;0;0;128;128;43
0_556.ppm;128;128;0;0;128;128;43
0_1144.ppm;128;128;0;0;128;128;43
36.ppm;106;106;0;0;106;106;43
4363.ppm;67;67;0;0;67;67;43
6064.ppm;69;69;0;0;69;69;43
0_196.ppm;128;128;0;0;128;128;43
0_1058.ppm;128;128;0;0;128;128;43
1680.ppm;44;44;0;0;44;44;43
2601.ppm;88;88;0;0;88;88;43
995.ppm;66;66;0;0;66;66;43
6084.ppm;113;113;0;0;113;113;43
9711.ppm;68;68;0;0;68;68;43
0_238.ppm;128;128;0;0;128;128;43
0_858.ppm;128;128;0;0;128;128;43
0_43.ppm;128;128;0;0;128;128;43
0_378.ppm;128;128;0;0;128;128;43
14903.ppm;114;114;0;0;114;114;43
0_1190.ppm;128;128;0;0;128;128;43
0_897.ppm;128;128;0;0;128;128;43
1926.ppm;46;46;0;0;46;46;43
2711.ppm;95;95;0;0;95;95;43
0_878.ppm;128;128;0;0;128;128;43
11952.ppm;91;91;0;0;91;91;43
15819.ppm;59;59;0;0;59;59;43
0_160.ppm;128;128;0;0;128;128;43
0_1099.ppm;128;128;0;0;128;128;43
0_29.ppm;128;128;0;0;128;128;43
11334.ppm;55;55;0;0;55;55;43
0_1705.ppm;128;128;0;0;128;128;43
2783.ppm;88;88;0;0;88;88;43
9510.ppm;60;60;0;0;60;60;43
0_1633.ppm;128;128;0;0;128;128;43
0_348.ppm;128;128;0;0;128;128;43
12116.ppm;39;39;0;0;39;39;43
0_641.ppm;128;128;0;0;128;128;43
1811.ppm;43;43;0;0;43;43;43
1286.ppm;66;66;0;0;66;66;43
0_37.ppm;128;128;0;0;128;128;43
0_608.ppm;128;128;0;0;128;128;43
0_706.ppm;128;128;0;0;128;128;43
0_560.ppm;128;128;0;0;128;128;43
0_714.ppm;128;128;0;0;128;128;43
0_1143.ppm;128;128;0;0;128;128;43
0_838.ppm;128;128;0;0;128;128;43
0_49.ppm;128;128;0;0;128;128;43
7705.ppm;81;81;0;0;81;81;43
10035.ppm;71;71;0;0;71;71;43
3318.ppm;73;73;0;0;73;73;43
11344.ppm;62;62;0;0;62;62;43
0_782.ppm;128;128;0;0;128;128;43
0_187.ppm;128;128;0;0;128;128;43
0_1079.ppm;128;128;0;0;128;128;43
3580.ppm;127;127;0;0;127;127;43
2717.ppm;136;136;0;0;136;136;43
0_437.ppm;128;128;0;0;128;128;43
3144.ppm;65;65;0;0;65;65;43
9508.ppm;54;54;0;0;54;54;43
3823.ppm;86;86;0;0;86;86;43
8863.ppm;68;68;0;0;68;68;43
0_161.ppm;128;128;0;0;128;128;43
7506.ppm;83;83;0;0;83;83;43
3319.ppm;74;74;0;0;74;74;43
3316.ppm;66;66;0;0;66;66;43
0_1620.ppm;128;128;0;0;128;128;43
0_1558.ppm;128;128;0;0;128;128;43
5645.ppm;50;50;0;0;50;50;43
39.ppm;124;124;0;0;124;124;43
2168.ppm;92;92;0;0;92;92;43
6348.ppm;133;133;0;0;133;133;43
10032.ppm;74;74;0;0;74;74;43
0_1500.ppm;128;128;0;0;128;128;43
1677.ppm;50;50;0;0;50;50;43
0_823.ppm;128;128;0;0;128;128;43
0_294.ppm;128;128;0;0;128;128;43
0_1452.ppm;128;128;0;0;128;128;43
0_1147.ppm;128;128;0;0;128;128;43
0_1178.ppm;128;128;0;0;128;128;43
0_402.ppm;128;128;0;0;128;128;43
10651.ppm;57;57;0;0;57;57;43
0_1445.ppm;128;128;0;0;128;128;43
0_912.ppm;128;128;0;0;128;128;43
3691.ppm;54;54;0;0;54;54;43
0_1777.ppm;128;128;0;0;128;128;43
2364.ppm;88;88;0;0;88;88;43
9635.ppm;55;55;0;0;55;55;43
0_699.ppm;128;128;0;0;128;128;43
10586.ppm;105;105;0;0;105;105;43
0_390.ppm;128;128;0;0;128;128;43
0_1495.ppm;128;128;0;0;128;128;43
0_730.ppm;128;128;0;0;128;128;43
15789.ppm;80;80;0;0;80;80;43
12010.ppm;188;188;0;0;188;188;43
10650.ppm;71;71;0;0;71;71;43
3285.ppm;57;57;0;0;57;57;43
6432.ppm;70;70;0;0;70;70;43
0_751.ppm;128;128;0;0;128;128;43
0_1328.ppm;128;128;0;0;128;128;43
5633.ppm;72;72;0;0;72;72;43
6725.ppm;51;51;0;0;51;51;43
15274.ppm;76;76;0;0;76;76;43
0_1222.ppm;128;128;0;0;128;128;43
2196.ppm;112;112;0;0;112;112;43
4815.ppm;96;96;0;0;96;96;43
10728.ppm;35;35;0;0;35;35;43
14392.ppm;55;55;0;0;55;55;43
2724.ppm;112;112;0;0;112;112;43
1925.ppm;40;40;0;0;40;40;43
9755.ppm;60;60;0;0;60;60;43
10448.ppm;80;80;0;0;80;80;43
0_979.ppm;128;128;0;0;128;128;43
0_321.ppm;128;128;0;0;128;128;43
0_1710.ppm;128;128;0;0;128;128;43
0_1253.ppm;128;128;0;0;128;128;43
14440.ppm;170;170;0;0;170;170;43
0_1252.ppm;128;128;0;0;128;128;43
0_1647.ppm;128;128;0;0;128;128;43
0_1607.ppm;128;128;0;0;128;128;43
0_831.ppm;128;128;0;0;128;128;43
0_1524.ppm;128;128;0;0;128;128;43
6342.ppm;127;127;0;0;127;127;43
0_89.ppm;128;128;0;0;128;128;43
9790.ppm;121;121;0;0;121;121;43
0_1013.ppm;128;128;0;0;128;128;43
0_1348.ppm;128;128;0;0;128;128;43
13602.ppm;92;92;0;0;92;92;43
0_756.ppm;128;128;0;0;128;128;43
0_1650.ppm;128;128;0;0;128;128;43
0_575.ppm;128;128;0;0;128;128;43
0_81.ppm;128;128;0;0;128;128;43
0_1376.ppm;128;128;0;0;128;128;43
11366.ppm;62;62;0;0;62;62;43
0_1006.ppm;128;128;0;0;128;128;43
0_1305.ppm;128;128;0;0;128;128;43
0_1151.ppm;128;128;0;0;128;128;43
6508.ppm;96;96;0;0;96;96;43
3203.ppm;80;80;0;0;80;80;43
11126.ppm;80;80;0;0;80;80;43
0_405.ppm;128;128;0;0;128;128;43
0_930.ppm;128;128;0;0;128;128;43
352.ppm;93;93;0;0;93;93;43
831.ppm;55;55;0;0;55;55;43
9666.ppm;50;50;0;0;50;50;43
0_960.ppm;128;128;0;0;128;128;43
14156.ppm;68;68;0;0;68;68;43
0_250.ppm;128;128;0;0;128;128;43
0_1699.ppm;128;128;0;0;128;128;43
0_747.ppm;128;128;0;0;128;128;43
0_501.ppm;128;128;0;0;128;128;43
0_356.ppm;128;128;0;0;128;128;43
0_773.ppm;128;128;0;0;128;128;43
2720.ppm;40;40;0;0;40;40;43
1080.ppm;66;66;0;0;66;66;43
12930.ppm;91;91;0;0;91;91;43
0_925.ppm;128;128;0;0;128;128;43
6384.ppm;71;71;0;0;71;71;43
0_896.ppm;128;128;0;0;128;128;43
1858.ppm;34;34;0;0;34;34;43
9773.ppm;55;55;0;0;55;55;43
0_1030.ppm;128;128;0;0;128;128;43
6295.ppm;80;80;0;0;80;80;43
0_127.ppm;128;128;0;0;128;128;43
0_83.ppm;128;128;0;0;128;128;43
0_652.ppm;128;128;0;0;128;128;43
4297.ppm;88;88;0;0;88;88;43
12068.ppm;104;104;0;0;104;104;43
0_427.ppm;128;128;0;0;128;128;43
0_334.ppm;128;128;0;0;128;128;43
0_1265.ppm;128;128;0;0;128;128;43
0_45.ppm;128;128;0;0;128;128;43
0_134.ppm;128;128;0;0;128;128;43
13055.ppm;44;44;0;0;44;44;43
0_210.ppm;128;128;0;0;128;128;43
10852.ppm;83;83;0;0;83;83;43
0_646.ppm;128;128;0;0;128;128;43
7184.ppm;119;119;0;0;119;119;43
0_1212.ppm;128;128;0;0;128;128;43
9929.ppm;70;70;0;0;70;70;43
12075.ppm;77;77;0;0;77;77;43
0_1021.ppm;128;128;0;0;128;128;43
6872.ppm;86;86;0;0;86;86;43
0_422.ppm;128;128;0;0;128;128;43
0_848.ppm;128;128;0;0;128;128;43
0_1624.ppm;128;128;0;0;128;128;43
10729.ppm;42;42;0;0;42;42;43
43.ppm;100;100;0;0;100;100;43
9708.ppm;60;60;0;0;60;60;43
2715.ppm;136;136;0;0;136;136;43
0_802.ppm;128;128;0;0;128;128;43
201.ppm;60;60;0;0;60;60;43
0_1083.ppm;128;128;0;0;128;128;43
0_227.ppm;128;128;0;0;128;128;43
1282.ppm;65;65;0;0;65;65;43
0_869.ppm;128;128;0;0;128;128;43
0_923.ppm;128;128;0;0;128;128;43
0_1759.ppm;128;128;0;0;128;128;43
2837.ppm;83;83;0;0;83;83;43
0_1040.ppm;128;128;0;0;128;128;43
11960.ppm;34;34;0;0;34;34;43
15821.ppm;76;76;0;0;76;76;43
0_1386.ppm;128;128;0;0;128;128;43
0_1321.ppm;128;128;0;0;128;128;43
835.ppm;50;50;0;0;50;50;43
299.ppm;66;66;0;0;66;66;43
0_349.ppm;128;128;0;0;128;128;43
7255.ppm;77;77;0;0;77;77;43
0_1085.ppm;128;128;0;0;128;128;43
4296.ppm;90;90;0;0;90;90;43
11564.ppm;136;136;0;0;136;136;43
6428.ppm;70;70;0;0;70;70;43
0_679.ppm;128;128;0;0;128;128;43
9495.ppm;55;55;0;0;55;55;43
0_1377.ppm;128;128;0;0;128;128;43
0_759.ppm;128;128;0;0;128;128;43
0_35.ppm;128;128;0;0;128;128;43
0_889.ppm;128;128;0;0;128;128;43
0_1037.ppm;128;128;0;0;128;128;43
0_728.ppm;128;128;0;0;128;128;43
11127.ppm;75;75;0;0;75;75;43
4287.ppm;79;79;0;0;79;79;43
0_496.ppm;128;128;0;0;128;128;43
9999.ppm;67;67;0;0;67;67;43
1279.ppm;62;62;0;0;62;62;43
0_1589.ppm;128;128;0;0;128;128;43
9632.ppm;62;62;0;0;62;62;43
1085.ppm;68;68;0;0;68;68;43
0_942.ppm;128;128;0;0;128;128;43
10794.ppm;125;125;0;0;125;125;43
0_1270.ppm;128;128;0;0;128;128;43
0_1289.ppm;128;128;0;0;128;128;43
300.ppm;63;63;0;0;63;63;43
3525.ppm;101;101;0;0;101;101;43
0_688.ppm;128;128;0;0;128;128;43
0_830.ppm;128;128;0;0;128;128;43
0_570.ppm;128;128;0;0;128;128;43
5222.ppm;65;65;0;0;65;65;43
10580.ppm;80;80;0;0;80;80;43
10182.ppm;86;86;0;0;86;86;43
1124.ppm;106;106;0;0;106;106;43
92.ppm;79;79;0;0;79;79;43
6361.ppm;98;98;0;0;98;98;43
13604.ppm;71;71;0;0;71;71;43
0_1203.ppm;128;128;0;0;128;128;43
0_1135.ppm;128;128;0;0;128;128;43
0_675.ppm;128;128;0;0;128;128;43
0_94.ppm;128;128;0;0;128;128;43
0_52.ppm;128;128;0;0;128;128;43
2719.ppm;37;37;0;0;37;37;43
15491.ppm;54;54;0;0;54;54;43
0_47.ppm;128;128;0;0;128;128;43
11340.ppm;64;64;0;0;64;64;43
2716.ppm;131;131;0;0;131;131;43
6503.ppm;74;74;0;0;74;74;43
0_25.ppm;128;128;0;0;128;128;43
0_1791.ppm;128;128;0;0;128;128;43
9688.ppm;54;54;0;0;54;54;43
15278.ppm;77;77;0;0;77;77;43
3958.ppm;142;142;0;0;142;142;43
13407.ppm;77;77;0;0;77;77;43
6435.ppm;70;70;0;0;70;70;43
1986.ppm;71;71;0;0;71;71;43
3148.ppm;88;88;0;0;88;88;43
13057.ppm;46;46;0;0;46;46;43
0_970.ppm;128;128;0;0;128;128;43
10704.ppm;36;36;0;0;36;36;43
0_875.ppm;128;128;0;0;128;128;43
0_1374.ppm;128;128;0;0;128;128;43
0_1204.ppm;128;128;0;0;128;128;43
0_102.ppm;128;128;0;0;128;128;43
6057.ppm;70;70;0;0;70;70;43
13404.ppm;65;65;0;0;65;65;43
0_1421.ppm;128;128;0;0;128;128;43
0_1645.ppm;128;128;0;0;128;128;43
8679.ppm;60;60;0;0;60;60;43
7244.ppm;71;71;0;0;71;71;43
0_499.ppm;128;128;0;0;128;128;43
10658.ppm;79;79;0;0;79;79;43
0_1554.ppm;128;128;0;0;128;128;43
0_1009.ppm;128;128;0;0;128;128;43
10657.ppm;85;85;0;0;85;85;43
8258.ppm;64;64;0;0;64;64;43
3202.ppm;77;77;0;0;77;77;43
0_725.ppm;128;128;0;0;128;128;43
0_1116.ppm;128;128;0;0;128;128;43
15495.ppm;60;60;0;0;60;60;43
10516.ppm;78;78;0;0;78;78;43
0_905.ppm;128;128;0;0;128;128;43
9753.ppm;58;58;0;0;58;58;43
5641.ppm;83;83;0;0;83;83;43
0_1054.ppm;128;128;0;0;128;128;43
2824.ppm;74;74;0;0;74;74;43
0_868.ppm;128;128;0;0;128;128;43
13262.ppm;77;77;0;0;77;77;43
0_495.ppm;128;128;0;0;128;128;43
1965.ppm;132;132;0;0;132;132;43
2363.ppm;92;92;0;0;92;92;43
0_1206.ppm;128;128;0;0;128;128;43
0_724.ppm;128;128;0;0;128;128;43
0_1753.ppm;128;128;0;0;128;128;43
0_1648.ppm;128;128;0;0;128;128;43
0_1501.ppm;128;128;0;0;128;128;43
10588.ppm;100;100;0;0;100;100;43
0_607.ppm;128;128;0;0;128;128;43
